TIPO;CODIGO;NOME;NOVO EMITENTE;ARQUIVO ORIGEM
"cliente";635;"UNITECI TECIDOS LTDA EPP";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";639;"ACILIO BREDA IND COM DE CONF LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";640;"VESTE BEM COM  VEST LTDA ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";644;"MARIA XAVIER EBERLE ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";647;"TECIDOS CACHOEIRO LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";691;" OLYMPIA COM IMP E EXP LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";707;"INDUSTRIA COM RUBIA AGUIAR LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";709;"PLANALTO CONF IND COM EPP";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";710;"CONFECCOES DOMUNS LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";721;"BIG LU CONFECCOES LTDA ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";722;"KUQUER INDUSTRIA DE CONF LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";725;"VANIA CELIA ARAGAO RIBEIRO EPP";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";737;"FLAVIANA PATRICIA DE ALMEIDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";750;"D LART IND COM LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";764;"PLANALTEX MANUFATURA TEXTIL LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";769;"MARIA APARECIDA MART VASC DOS SANTOS";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";782;"JOSEANA FRANCA DE BRITO ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";788;"THOLL CONFECCOES ALEM PARAIBA LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";791;"MARIA VALBA MATOS TIMBO ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";792;"EXTASE MODA MINEIRA  LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";801;"SILVIO CESAR GONCALVES ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";812;"DORINHO S & STUDIO CONF LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";830;"MINEIRISSIMA INDUSTRIA E COM LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";845;"MOHAMAD ABDEL SALAM SULEIMAN";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";859;"ENTRUSO INDUSTRIA COM DE CONF LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";862;"PONTO SINGULAR IND COM CONF LTDA ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";873;"CAMISARIA CATALAO LTDA ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";876;"MONTE ALEGRE CONFECCOES LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";881;"ANDRAD S INDUSTRIA E COM LTDA EPP";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";882;"PROJETO LM IND E COM LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";890;"COMPUMINAS INFORMATICA LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";916;"BRASIL CONSULTORIA E EVENTOS LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";952;"A SUA CAMISARIA LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";963;"CONF LEMIX LTDA ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";974;"ARTEMANHA IND COM DE CONF LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";981;"NERICA MARIA DO NASCIMENTO SILVA ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";990;"ROBERTO ARAUJO SILVA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";994;"IMPORTADORA SILVIA LIMITADA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";995;" JORIOS R FERZALI VEST MAN IND COM";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1002;"JINSF CONFECCOES COM PREST SERV LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1003;"INDUSTRIA COM CONF BABILONIA LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1012;"CAETANO BITTENCOURT IND COM LTDA ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1031;"SANDY INDUSTRIA COMERCIO LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1065;" YASMIN NOITE COM REPRES LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1074;"ANTONIO JULIO DE MELO DUARTE";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1089;"COMERCIAL BRAS ENXOVAIS SEMPRE VIVA LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1099;"UNIPRO INDUSTRIA E COMERCIO LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1101;"ARMAZEM DA MODA IND E COM CONF LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1107;"2 N CONFECCOES E COM LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1112;"CLAUDETE CAMPOS FRANCO PEREIRA ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1120;"J V INDUSTRIA COM DE CONF LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1135;" CARNEIRO & MAYER IND COM CONF LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1137;"ELIZETE MATE COM E CONF LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1146;"NOVATEX MALHAS COMERCIO LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1160;"CKF CONFECCOES LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1165;"NEMESIO REPRESENTACOES TEXTEIS LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1173;"BRUNO INDUSTRIA COM DE CONF LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1179;"INDUSTRIA COM URNAM LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1181;"MARIA JOSE ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1185;"INDUSTRIA CONF MELIM MODAS LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1187;"TEC AVENIDA LTDA ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1206;"ALCINDIO PEREIRA OLIVEIRA E CIA LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1209;"PAULLO S TECIDOS LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1227;"MARIA IZABEL RIBEIRO FILIPINI ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1230;"PERFIL CONFECCOES LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1234;"FAZ COMERCIO IND DE CONF  LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1238;"RAKAMAR INDUSTRIA COM LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1245;"MULBORA CONFECCOES LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1252;"CONFECCOES BONABON LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1254;" FASHION TO YOU LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1257;"BOM PRECO R C ONFECCOES LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1258;"PTK INDUSTRIA E COMERCIO LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1272;"CONFECCOES MONICA LAZZARINI LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1281;"MANIEL CONFECCOES LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1284;"MARIA APARECIDA ALVARENGA PIMENTEL";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1286;"PISO 15 COMERCIO ROUPAS LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1288;"LATU S CONFECCOES LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1290;"PEGASUS ATELIE COM IND CONF LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1295;"GILDECI INDUSTRA COM CONF LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1298;" GERMANO GONZALES E CIA LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1321;"ANDRESSA E CASTRO LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1332;"INDUSTRIA COM CHEIRINHO C MODAS ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1345;"CS SILVA INDUSTRIA COM CONF LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1347;"KLEYTON ARNOUD DUTRA ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1377;"MARGARIDA MARIA BARBOSA OLIVEIRA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1381;"DIST AGUILAR COSTA LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1399;"MOSELLI TEXTIL LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1410;"LETICIA BISOGNO CONDESSA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1415;"CODIGO SECRETO CONFECCOES LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1419;"LUIZ MARTINS FREITAS ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1421;"J A BONILHA & BONILHA LTDA ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1426;"JAMAZE COMERCIO IND DE ROUPAS LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1431;"EDINEUZA FERRAZ FLORES DE CONQUISTA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1437;"CERES DINORA RIBEIRO SILVA ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1439;"TUCUMEDY COMERCIO E IND LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1442;"MARCIA DE PAULA SOUZA ADALVES ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1461;"FOURAUX & BERNARDO LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1462;"CARLA AMARAL & CIA LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1470;"D V DA COSTA  EPP";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1483;"W D OLIVEIRA JUNIOR ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1488;"MARCONES NICOLAU DA SILVA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1505;"RENILDA DA CRUZ PINTO ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1517;"MAGAZINE SAO PAULO LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1525;"C B ARAUJO";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1529;"SABARA E SOUZA CONFECCOES LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1562;"P L RODRIGUES FILHO ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1579;"RESENDE EMPREEND COM IND LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1591;"SPEECH INDUSTRIA E COMERCIO LTDA ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1615;"SANDRA OLIVEIRA DAMASCENO CONF ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1617;"A DA SILVA RODRIGUES CONF";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1629;"CLEIDE AUXILIADORA ANDRADE ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1636;"TECIDOS DO MUNDO LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1653;"VIVIANE FREITAS MAUTONE ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1667;"VIA FERREA LTDA ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1668;"MAGNUS INDUSTRIA COM LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1669;"LOJAS ARPINI S LTDA ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1672;"FAR LAN LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1687;"VICENTE ALVES GOMES ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1689;"MARIA APARECIDA A SILVA CONFECCOES";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1690;"DUCELES CONFECCOES LTDA ME";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1697;"TEXTIL ANDREIA LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1706;"CONF SAINT REGIS LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1715;"EGE IND COM LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1718;"B M CONFECCOES LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1746;"JULIANA MARIA CONFECCOES LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1750;"TECIDOS G MALTY SADA LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1757;"TON AGE INDUSTRIA COM CONF LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1794;"KARTUM FASHION LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1812;"M G VILLANOVA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
"cliente";1818;"CLEUZETTE CAMPOS INDUSTRIA COM LTDA";no;"t:\especificos\integracao\1\2018-3-22-14-06-37-plano_emitentes.csv"
