TIPO;CODIGO;NOME;NOVO EMITENTE;ARQUIVO ORIGEM
"cliente";549;" BRASIL TEC LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";553;" IND COM CONF SCALABRIN LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";28660;"M A P SOARES";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";558;"WALMISA CONF LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";561;" SIMETRIA DO CORPO IND COM DE ROUPAS LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";28650;"MALHARIA LOBATO LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";591;"TECIPAM COM TEXTIL NACIONAIS IMPORT LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";594;"DECOTE OUSADO COM IND ROUPAS LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";611;"VIA EXPRESSA INDUSTRIA  COM LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";640;"VESTE BEM COM  VEST LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";643;" FRANCISCO LUIS E CIA LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";661;"L A FAZOLLI GOMES CONF LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";681;"B CIRILO ALBINO E CIA LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";686;"MISAEL RODRIGUES TOLEDO E CIA LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";28578;"ASSOC DE PRODUCAO ARTESANAL ARTES ZANNATOS";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";709;"PLANALTO CONF IND COM EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";715;"CONF CHARITY LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";716;"BEST DRESS MODAS LTDA EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";800;" DUENE IND E COM DE CONF LTDA EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";811;"MARLETE MARIA GOMES";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";818;"ARVITO FRANCISCO DA SILVA CONF ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";869;"CONF DE ROUPAS ELLEN BROOK EIRELI EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";946;"CONFECCOES PLANCHET EIRELI EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";963;"CONF LEMIX LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";967;"CLEMENTE PEREIRA SILVA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";968;"ANA CLAUDIA BASTOS - CPF 95294945649 -ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";987;"ROSANIA APARECIDA PEREIRA VEGGI SILVA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1047;"MARINA INDUSTRIA COMERCIO LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1082;" CASA ORIENTE LTDA EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1086;" CASA FONSECA LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1087;"TUKALE INDUSTRIA COMERCIO LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1117;"QUEIROZ, ARAUJO & CIA LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";28391;"SUPER BONITA MODA FEMININA E ACES LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1135;" CARNEIRO & MAYER IND COM CONF LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1164;" ATAILSON SARMENTO SALES";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1173;"BRUNO INDUSTRIA COM DE CONF LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1185;"INDUSTRIA CONF MELIM MODAS LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1206;"ALCINDIO PEREIRA OLIVEIRA E CIA LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1220;"NEIRY MARIA SCHIAVINATTO";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1249;"AMIL CONF LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1264;"MARTA DA SILVA MARTASOL ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1269;"PRIMINHA RIO MODAS LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1275;"ATO & ACAO IND COM CONF LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1293;"MERCADO DA MODA TECIDOS LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1330;" CARLOS AGUIAR & CIA LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";28295;"WORK 3 CONF LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1462;"CARLA AMARAL & CIA LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1492;" QUEEN IND E COM LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1517;"MAGAZINE SAO PAULO LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1570;"TERRA MODAS LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1591;"SPEECH INDUSTRIA E COMERCIO LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";28268;"CONF DE ROUPAS G&M SEVEN LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1660;"NATANAEL DONG WAN YOO MODAS EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1672;"FAR LAN LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1674;"ALBATROZ COMERCIO E REPRESENTACAO LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1683;"ROLLA TECIDOS ARMARINHOS SA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";28250;"MARIA APARECIDA DOS SANTOS F CONF EIRELI ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1743;"CAOS IND COM DO VESTUARIO LTDA EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1757;"TON AGE INDUSTRIA COM CONF LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1759;"ENTREMALHAS TEC LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1763;" CONF CHILDREN LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1771;"ATUAL CONF LTDA EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1775;"LUIS FERNANDO FARAH ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";28195;"MARINA E GABRIELLA CONF E COM TEXTIL LTDA EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1792;"DILSON PONTES EIRELI ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1812;"M G VILLANOVA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1829;"CASAS RIBEIRO TEC E CONF LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1832;"MALHARIA ARAGUAINA COM DE TEC LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1833;"TECIDOS DARTH LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1846;"COM E TEC ANDRADE LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1854;"MALHA RIO LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";28147;"BRASIL MALHAS ARMARINHO E TEC LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1864;"DIVITEXTIL TECIDOS LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1891;"TENTACION COMERCIO IND LTDA EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1906;"TEC JANON LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1941;"CASA CESAR LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1957;"POLIVEST TECIDOS LTDA EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";1996;"LUL S CONF LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2000;"HELO BICALHO IND DE MODA LTDA EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2001;"ANNA E ANA INDUSTRIA COM CONF LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2015;"EDUARDO SILVA FEITOSA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2026;"CONF COMPASSO LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2031;"TEC SAO GERALDO LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2034;" JOVERCY CONF LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";28082;"SIMARIDA COML DE MODAS LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2088;"VALDETE RIBEIRO OLIVEIRA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2099;"J SOARES FILHO";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2128;"DISPARADA TECIDOS LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2154;"FALSTER & CIA LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2155;"CONF SOLANGE EIRELI EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2176;"VIDA NUA INDUSTRIA CONF EIRELI ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2217;"NIKOLAS COMERCIO TECIDOS LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2234;"CHM CONFECCOES COM ROUPAS LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2246;"J AMIN COMERCIO REPRES LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2264;"SERGIO SALLES GRAEFF";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2265;"LUGEFAG IND COM DE CONF EIRELI";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2288;"LUANA TECIDOS LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2294;"DMG TECIDOS LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2307;"MACKSONN CONF LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2313;"CONFECCOES IN VAIT LTDA EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2326;"MARCIANO ALVES OLIVEIRA CONF EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2336;"FABIANA MARTINS OLIVEIRA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2339;"TECMASUL TEC EIRLEI ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2360;"TECIDOS MILDRED LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2362;"R F PIMENTEL TECIDOS";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2390;"MODO INDICATIVO CONFECCOES LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2398;"CHAMARIZ IND E COM LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2427;"MARIA SANTOS SILVA CONFECCOES ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2430;"TRAJE & CIA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2443;"VANTEX DIST DE PROD TEXTEIS EIRELI";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";2463;"M F DE SALES VIANA-ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";27880;"DAE HUNG KWON ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";27871;"MARENILDA ALVES DE SOUZA 56720513672";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";27867;"DIST DE TEC ROCHA LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";27859;"ROSILENE DA SILVA FREITAS ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";3467;"C ZANIN DE ANDRADE ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";27823;"REINALDO VIEIRA E SILVA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";27818;"TROPICAL COM DE TEC E MALHAS LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";3787;"J G S IND E COM DE CONF LTDA EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";3856;"ANASCENTE INDUSTRIA COM ROUPAS LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";3882;"VILA RICA TEC E CONF LTDA EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";3900;"ENY ARMARINHOS LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";3903;"LUIZ GIARETTA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";3919;"TEC FEIRENSE LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4114;"FARAH E CIA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4119;"TEXTILPANO COM TEC CONF LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4120;"CASAS CARDOSO TECIDOS LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4130;"S T RITA CONF ROUPAS FINAS LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4160;"LUTGENS IND E COM DE ROUPAS LTDA  ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4173;"VATEC TEC CONF LTDA EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4201;"CONF DADU LTDA EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4301;"STARBOL INDUSTRIA COM LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4344;"PIKUXA IND COM CONF LTDA EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4365;"MIRANDA POTROS LTDA EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4369;"ALBERTO PEREIRA COSTA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4384;"TOM BACK RABELO CONF LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4408;"HATUS CONF LTDA LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4416;"S V DIEL & CIA LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4432;"CHARMY TECIDOS LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4500;"BAZOTTI CONF LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";27622;"DANBIRO FASHION EIRELI";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4593;"IDEAL MALHAS LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4598;"SENHOR  BONFIM NOIVAS LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4616;"MEIA SET IND E COM DE CONF LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4626;"BRITO MAGAZINE TEXTIL LTDA EPP";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4930;"TIJUCA COMERCIO MALHAS LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";4938;"M PIACESKI PERAZOLO CONF";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";5175;"ROSANGELA  DE SOUZA GOMES RODRIGUES";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";5179;"CONF TEREMAR LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";5283;"EMPORIO DA FABRICA LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";5319;"MARIA MARIA IND E COM DE CONF LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";5377;"CONFECCOES BELLOT LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";5411;"DEGRADE CONF PORTO FELIZ LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";5464;"SILVEIRA & SANTOS IND COM ROUP LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";5502;"SO ROUPAS PROFIS & UNIFORMES LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";5520;"DIDUS CONFECCOES LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";5537;"CONF SSANG BANG WOOL LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";5592;"J P CUNHA & CIA LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";5642;"GUADALAJARA SA INDUSTRIA DE ROUPAS";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";5643;"CONF KORNET LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";5646;"WR TECIDOS LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";5652;"CENIA INDUSTRIA COM CONF LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";27430;"GERALDA INACIA DAMIAO PIRES 53174305691";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";27420;"PORTO REAL ARMARINHOS LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";5799;"A H PEREIRA SA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";5834;"COML TEC J PRETTO LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";5836;"VESTE MODA COM DE ROUPAS LTDA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";5946;"AGOSTINHO MACEDO DE CASTRO";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";6011;"PONTEX INDUSTRIA COM TEXTIL LTDA";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";6307;"ROSALIE COUTINHO PERONI ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
"cliente";6360;"OSIEL SOARES SILVA ME";no;"t:\especificos\integracao\5\2018-3-22-14-16-32-plano_emitentes.csv"
